investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV001422,13-08-2025,119555,SIP,10000,Karnataka,Hyderabad,T30,36-45,Male,4.7,UPI,Pending
INV001422,13-03-2025,120717,Lumpsum,5000,Karnataka,Hyderabad,T30,36-45,Male,4.7,Mandate,Pending
INV001423,30-11-2023,125496,SIP,500,Karnataka,Pune,T30,36-45,Male,20.4,UPI,Verified
INV001423,17-09-2023,119007,Redemption,3000,Karnataka,Pune,T30,36-45,Male,20.4,Cheque,Verified
INV001423,21-05-2023,119008,Lumpsum,25000,Karnataka,Pune,T30,36-45,Male,20.4,Net Banking,Verified
INV001423,24-06-2025,125499,SIP,10000,Karnataka,Pune,T30,36-45,Male,20.4,UPI,Verified
INV001423,28-03-2024,118991,SIP,25000,Karnataka,Pune,T30,36-45,Male,20.4,UPI,Verified
INV001423,05-11-2025,118632,Redemption,2000,Karnataka,Pune,T30,36-45,Male,20.4,Net Banking,Verified
INV001423,16-06-2024,120503,SIP,2000,Karnataka,Pune,T30,36-45,Male,20.4,Net Banking,Verified
INV001423,17-06-2023,119001,Lumpsum,500,Karnataka,Pune,T30,36-45,Male,20.4,Net Banking,Verified
INV001423,29-10-2024,120846,Redemption,25000,Karnataka,Pune,T30,36-45,Male,20.4,UPI,Verified
INV001423,20-05-2022,119005,Lumpsum,3000,Karnataka,Pune,T30,36-45,Male,20.4,Mandate,Verified
INV001424,13-11-2024,119004,SIP,100000,Telangana,Hyderabad,T30,56+,Male,7.7,UPI,Verified
INV001424,29-11-2024,120511,SIP,500,Telangana,Hyderabad,T30,56+,Male,7.7,Net Banking,Verified
INV001424,13-11-2025,119003,SIP,10000,Telangana,Hyderabad,T30,56+,Male,7.7,Net Banking,Verified
INV001424,27-08-2025,119849,SIP,50000,Telangana,Hyderabad,T30,56+,Male,7.7,UPI,Verified
INV001424,27-09-2022,119007,Redemption,500,Telangana,Hyderabad,T30,56+,Male,7.7,Mandate,Verified
INV001424,07-05-2023,119005,SIP,100000,Telangana,Hyderabad,T30,56+,Male,7.7,Net Banking,Verified
INV001424,08-07-2023,118989,SIP,50000,Telangana,Hyderabad,T30,56+,Male,7.7,UPI,Verified
INV001425,18-05-2024,119002,Redemption,3000,Gujarat,Nagpur,B30,26-35,Female,6.9,Mandate,Verified
INV001425,09-12-2025,119009,Redemption,2000,Gujarat,Nagpur,B30,26-35,Female,6.9,Cheque,Verified
INV001425,06-04-2022,119004,Lumpsum,5000,Gujarat,Nagpur,B30,26-35,Female,6.9,Mandate,Verified
INV001425,13-02-2023,125496,SIP,500,Gujarat,Nagpur,B30,26-35,Female,6.9,Mandate,Verified
INV001425,06-12-2022,118991,Lumpsum,500,Gujarat,Nagpur,B30,26-35,Female,6.9,Mandate,Verified
INV001426,10-09-2024,119004,SIP,2000,Rajasthan,Surat,T30,18-25,Male,20.9,Net Banking,Verified
INV001426,12-04-2024,120716,Lumpsum,1000,Rajasthan,Surat,T30,18-25,Male,20.9,UPI,Verified
INV001426,14-05-2022,119001,SIP,25000,Rajasthan,Surat,T30,18-25,Male,20.9,Mandate,Verified
INV001427,21-08-2023,119551,SIP,3000,Tamil Nadu,Lucknow,B30,46-55,Male,33.4,UPI,Verified
INV001427,11-03-2025,120716,Lumpsum,50000,Tamil Nadu,Lucknow,B30,46-55,Male,33.4,Mandate,Verified
INV001427,30-04-2024,120716,Lumpsum,500,Tamil Nadu,Lucknow,B30,46-55,Male,33.4,UPI,Verified
INV001427,29-09-2023,125362,Redemption,50000,Tamil Nadu,Lucknow,B30,46-55,Male,33.4,Cheque,Verified
INV001428,16-03-2024,118989,SIP,1000,Andhra Pradesh,Patna,B30,56+,Female,35.8,Cheque,Verified
INV001428,11-10-2022,118989,SIP,2000,Andhra Pradesh,Patna,B30,56+,Female,35.8,Mandate,Verified
INV001428,12-03-2025,118989,SIP,100000,Andhra Pradesh,Patna,B30,56+,Female,35.8,Net Banking,Verified
INV001428,08-10-2024,125362,Redemption,5000,Andhra Pradesh,Patna,B30,56+,Female,35.8,Mandate,Verified
INV001428,20-06-2024,120503,Lumpsum,25000,Andhra Pradesh,Patna,B30,56+,Female,35.8,UPI,Verified
INV001428,14-03-2024,120511,SIP,5000,Andhra Pradesh,Patna,B30,56+,Female,35.8,Net Banking,Verified
INV001428,28-11-2024,119006,SIP,1000,Andhra Pradesh,Patna,B30,56+,Female,35.8,Mandate,Verified
INV001428,02-06-2025,119847,SIP,1000,Andhra Pradesh,Patna,B30,56+,Female,35.8,Mandate,Verified
INV001428,04-01-2025,119553,SIP,500,Andhra Pradesh,Patna,B30,56+,Female,35.8,UPI,Verified
INV001428,09-10-2023,119847,Redemption,10000,Andhra Pradesh,Patna,B30,56+,Female,35.8,Cheque,Verified
INV001429,02-04-2023,120511,SIP,100000,Andhra Pradesh,Hyderabad,T30,18-25,Male,31.5,Net Banking,Verified
INV001429,30-11-2023,119849,SIP,50000,Andhra Pradesh,Hyderabad,T30,18-25,Male,31.5,Net Banking,Verified
INV001429,06-09-2024,125354,SIP,1000,Andhra Pradesh,Hyderabad,T30,18-25,Male,31.5,Net Banking,Verified
INV001429,07-10-2023,119003,SIP,2000,Andhra Pradesh,Hyderabad,T30,18-25,Male,31.5,UPI,Verified
INV001429,16-05-2022,119005,SIP,25000,Andhra Pradesh,Hyderabad,T30,18-25,Male,31.5,Cheque,Verified
INV001430,12-07-2024,119551,Lumpsum,25000,Telangana,Jaipur,T30,36-45,Male,35.0,Mandate,Pending
INV001430,24-08-2024,119555,Redemption,50000,Telangana,Jaipur,T30,36-45,Male,35.0,UPI,Pending
INV001430,28-08-2022,125356,SIP,10000,Telangana,Jaipur,T30,36-45,Male,35.0,Mandate,Pending
INV001430,02-09-2023,120848,SIP,10000,Telangana,Jaipur,T30,36-45,Male,35.0,Cheque,Pending
INV001431,17-01-2022,120717,SIP,2000,West Bengal,Bengaluru,T30,26-35,Male,31.8,UPI,Verified
INV001431,13-05-2023,118989,SIP,50000,West Bengal,Bengaluru,T30,26-35,Male,31.8,UPI,Verified
INV001431,25-07-2022,120505,SIP,500,West Bengal,Bengaluru,T30,26-35,Male,31.8,Net Banking,Verified
INV001431,30-11-2025,125362,Lumpsum,1000,West Bengal,Bengaluru,T30,26-35,Male,31.8,Net Banking,Verified
INV001431,05-05-2025,119092,SIP,10000,West Bengal,Bengaluru,T30,26-35,Male,31.8,Cheque,Verified
INV001431,20-04-2025,119008,SIP,1000,West Bengal,Bengaluru,T30,26-35,Male,31.8,Cheque,Verified
INV001431,08-07-2024,119000,SIP,1000,West Bengal,Bengaluru,T30,26-35,Male,31.8,UPI,Verified
INV001431,15-07-2022,119000,SIP,2000,West Bengal,Bengaluru,T30,26-35,Male,31.8,Net Banking,Verified
INV001431,27-05-2024,119004,SIP,2000,West Bengal,Bengaluru,T30,26-35,Male,31.8,Net Banking,Verified
INV001431,04-02-2025,120846,SIP,3000,West Bengal,Bengaluru,T30,26-35,Male,31.8,UPI,Verified
INV001431,18-05-2022,119849,SIP,100000,West Bengal,Bengaluru,T30,26-35,Male,31.8,Net Banking,Verified
INV001431,20-09-2023,119553,Lumpsum,100000,West Bengal,Bengaluru,T30,26-35,Male,31.8,UPI,Verified
INV001431,22-03-2024,119000,Redemption,1000,West Bengal,Bengaluru,T30,26-35,Male,31.8,Cheque,Verified
INV001432,08-05-2024,118991,SIP,5000,Tamil Nadu,Surat,T30,56+,Female,28.1,Net Banking,Verified
INV001432,01-04-2025,119002,SIP,5000,Tamil Nadu,Surat,T30,56+,Female,28.1,UPI,Verified
INV001432,17-09-2025,125362,SIP,25000,Tamil Nadu,Surat,T30,56+,Female,28.1,UPI,Verified
INV001432,24-04-2024,120511,SIP,100000,Tamil Nadu,Surat,T30,56+,Female,28.1,Cheque,Verified
INV001432,13-10-2022,119551,Lumpsum,500,Tamil Nadu,Surat,T30,56+,Female,28.1,UPI,Verified
INV001432,17-07-2023,125494,Redemption,5000,Tamil Nadu,Surat,T30,56+,Female,28.1,Net Banking,Verified
INV001432,28-10-2022,119009,Redemption,5000,Tamil Nadu,Surat,T30,56+,Female,28.1,UPI,Verified
INV001432,06-06-2022,120841,Redemption,5000,Tamil Nadu,Surat,T30,56+,Female,28.1,UPI,Verified
INV001433,18-05-2025,119000,Redemption,50000,Gujarat,Pune,T30,36-45,Male,32.1,UPI,Verified
INV001433,03-05-2022,119006,Redemption,50000,Gujarat,Pune,T30,36-45,Male,32.1,UPI,Verified
INV001433,26-10-2024,119000,SIP,10000,Gujarat,Pune,T30,36-45,Male,32.1,UPI,Verified
INV001433,13-07-2022,125494,SIP,10000,Gujarat,Pune,T30,36-45,Male,32.1,UPI,Verified
INV001433,13-11-2024,119847,Redemption,50000,Gujarat,Pune,T30,36-45,Male,32.1,Cheque,Verified
INV001433,31-10-2024,120846,Redemption,500,Gujarat,Pune,T30,36-45,Male,32.1,Cheque,Verified
INV001433,25-03-2022,125354,SIP,100000,Gujarat,Pune,T30,36-45,Male,32.1,UPI,Verified
INV001433,26-09-2025,119553,Redemption,100000,Gujarat,Pune,T30,36-45,Male,32.1,Net Banking,Verified
INV001434,05-05-2022,120509,Redemption,500,West Bengal,Kolkata,T30,36-45,Male,5.8,UPI,Verified
INV001434,02-05-2023,120503,SIP,1000,West Bengal,Kolkata,T30,36-45,Male,5.8,UPI,Verified
INV001434,13-01-2022,120848,SIP,500,West Bengal,Kolkata,T30,36-45,Male,5.8,Mandate,Verified
INV001434,02-12-2024,119551,SIP,2000,West Bengal,Kolkata,T30,36-45,Male,5.8,UPI,Verified
INV001434,31-08-2022,119849,SIP,100000,West Bengal,Kolkata,T30,36-45,Male,5.8,UPI,Verified
INV001434,02-05-2024,125497,SIP,10000,West Bengal,Kolkata,T30,36-45,Male,5.8,Mandate,Verified
INV001434,21-06-2023,120846,SIP,5000,West Bengal,Kolkata,T30,36-45,Male,5.8,UPI,Verified
INV001434,09-08-2022,120716,SIP,50000,West Bengal,Kolkata,T30,36-45,Male,5.8,Net Banking,Verified
INV001434,22-03-2025,125360,Redemption,2000,West Bengal,Kolkata,T30,36-45,Male,5.8,Cheque,Verified
INV001434,24-09-2022,119006,SIP,2000,West Bengal,Kolkata,T30,36-45,Male,5.8,Mandate,Verified
INV001434,04-05-2025,125354,Redemption,5000,West Bengal,Kolkata,T30,36-45,Male,5.8,Mandate,Verified
INV001434,26-06-2025,118632,Redemption,500,West Bengal,Kolkata,T30,36-45,Male,5.8,UPI,Verified
INV001434,27-04-2023,120509,SIP,25000,West Bengal,Kolkata,T30,36-45,Male,5.8,UPI,Verified
INV001435,25-01-2024,119006,SIP,25000,West Bengal,Jaipur,T30,46-55,Female,15.8,Cheque,Verified
INV001435,23-07-2025,125356,Lumpsum,500,West Bengal,Jaipur,T30,46-55,Female,15.8,UPI,Verified
INV001435,13-03-2025,119551,SIP,500,West Bengal,Jaipur,T30,46-55,Female,15.8,Mandate,Verified
INV001435,30-11-2024,125497,SIP,100000,West Bengal,Jaipur,T30,46-55,Female,15.8,UPI,Verified
INV001436,28-02-2024,120507,SIP,5000,Tamil Nadu,Patna,B30,36-45,Female,25.8,Cheque,Verified
INV001436,06-09-2023,119553,SIP,1000,Tamil Nadu,Patna,B30,36-45,Female,25.8,Net Banking,Verified
INV001436,29-05-2025,119001,SIP,5000,Tamil Nadu,Patna,B30,36-45,Female,25.8,UPI,Verified
INV001436,01-05-2022,125497,Redemption,100000,Tamil Nadu,Patna,B30,36-45,Female,25.8,Mandate,Verified
INV001436,10-03-2022,120716,SIP,5000,Tamil Nadu,Patna,B30,36-45,Female,25.8,UPI,Verified
INV001437,06-12-2023,119555,SIP,50000,Pune,Pune,T30,36-45,Male,12.6,Net Banking,Verified
INV001437,18-10-2025,119005,Redemption,10000,Pune,Pune,T30,36-45,Male,12.6,Cheque,Verified
INV001437,17-08-2025,119004,SIP,1000,Pune,Pune,T30,36-45,Male,12.6,Net Banking,Verified
INV001437,05-05-2025,119001,SIP,10000,Pune,Pune,T30,36-45,Male,12.6,Net Banking,Verified
INV001437,23-04-2024,119849,Redemption,100000,Pune,Pune,T30,36-45,Male,12.6,Net Banking,Verified
INV001437,23-10-2023,125499,SIP,2000,Pune,Pune,T30,36-45,Male,12.6,Mandate,Verified
INV001437,13-03-2025,125356,SIP,5000,Pune,Pune,T30,36-45,Male,12.6,Net Banking,Verified
INV001437,06-03-2022,125360,Lumpsum,25000,Pune,Pune,T30,36-45,Male,12.6,Net Banking,Verified
INV001437,24-07-2022,120841,Redemption,1000,Pune,Pune,T30,36-45,Male,12.6,UPI,Verified
INV001437,27-01-2024,120846,Redemption,500,Pune,Pune,T30,36-45,Male,12.6,UPI,Verified
INV001437,07-07-2025,125497,SIP,5000,Pune,Pune,T30,36-45,Male,12.6,Cheque,Verified
INV001437,11-08-2025,119007,SIP,3000,Pune,Pune,T30,36-45,Male,12.6,Mandate,Verified
INV001437,30-03-2024,119001,Lumpsum,100000,Pune,Pune,T30,36-45,Male,12.6,UPI,Verified
INV001438,12-11-2023,119002,Lumpsum,5000,Rajasthan,Delhi,T30,56+,Female,35.7,Cheque,Pending
INV001438,29-03-2022,125496,SIP,5000,Rajasthan,Delhi,T30,56+,Female,35.7,Cheque,Pending
INV001438,18-06-2023,119847,Redemption,10000,Rajasthan,Delhi,T30,56+,Female,35.7,UPI,Pending
INV001438,08-03-2022,119002,Redemption,50000,Rajasthan,Delhi,T30,56+,Female,35.7,Cheque,Pending
INV001438,20-10-2022,120848,Redemption,3000,Rajasthan,Delhi,T30,56+,Female,35.7,Net Banking,Pending
INV001438,18-09-2024,119002,SIP,100000,Rajasthan,Delhi,T30,56+,Female,35.7,Cheque,Pending
INV001438,19-01-2025,120503,SIP,10000,Rajasthan,Delhi,T30,56+,Female,35.7,Mandate,Pending
INV001438,18-02-2022,125356,Lumpsum,50000,Rajasthan,Delhi,T30,56+,Female,35.7,Mandate,Pending
INV001438,27-02-2023,120841,SIP,3000,Rajasthan,Delhi,T30,56+,Female,35.7,UPI,Pending
INV001439,19-09-2023,119003,SIP,100000,Uttar Pradesh,Jaipur,T30,36-45,Female,34.6,UPI,Verified
INV001439,18-11-2025,118632,Lumpsum,500,Uttar Pradesh,Jaipur,T30,36-45,Female,34.6,Net Banking,Verified
INV001439,01-12-2024,120850,Redemption,500,Uttar Pradesh,Jaipur,T30,36-45,Female,34.6,UPI,Verified
INV001439,22-01-2023,125496,SIP,25000,Uttar Pradesh,Jaipur,T30,36-45,Female,34.6,Cheque,Verified
INV001439,16-12-2023,120716,SIP,2000,Uttar Pradesh,Jaipur,T30,36-45,Female,34.6,UPI,Verified
INV001439,17-10-2023,118632,SIP,25000,Uttar Pradesh,Jaipur,T30,36-45,Female,34.6,Cheque,Verified
INV001439,26-07-2022,125358,Lumpsum,500,Uttar Pradesh,Jaipur,T30,36-45,Female,34.6,UPI,Verified
INV001439,09-10-2024,120503,SIP,500,Uttar Pradesh,Jaipur,T30,36-45,Female,34.6,UPI,Verified
INV001439,20-07-2023,119002,SIP,25000,Uttar Pradesh,Jaipur,T30,36-45,Female,34.6,Net Banking,Verified
INV001439,07-09-2025,125354,SIP,3000,Uttar Pradesh,Jaipur,T30,36-45,Female,34.6,UPI,Verified
INV001439,24-09-2025,125496,Redemption,1000,Uttar Pradesh,Jaipur,T30,36-45,Female,34.6,UPI,Verified
INV001439,18-01-2022,119007,SIP,5000,Uttar Pradesh,Jaipur,T30,36-45,Female,34.6,Net Banking,Verified
INV001439,05-12-2022,120848,SIP,5000,Uttar Pradesh,Jaipur,T30,36-45,Female,34.6,UPI,Verified
INV001440,11-07-2023,119849,SIP,1000,Karnataka,Pune,T30,56+,Male,6.1,UPI,Verified
INV001440,20-09-2025,119006,Redemption,3000,Karnataka,Pune,T30,56+,Male,6.1,Mandate,Verified
INV001440,06-05-2022,119092,SIP,1000,Karnataka,Pune,T30,56+,Male,6.1,Cheque,Verified
INV001440,26-01-2023,125494,SIP,3000,Karnataka,Pune,T30,56+,Male,6.1,Net Banking,Verified
INV001440,26-10-2022,119007,SIP,10000,Karnataka,Pune,T30,56+,Male,6.1,UPI,Verified
INV001440,13-10-2024,119555,SIP,5000,Karnataka,Pune,T30,56+,Male,6.1,UPI,Verified
INV001440,17-07-2022,118991,Redemption,10000,Karnataka,Pune,T30,56+,Male,6.1,UPI,Verified
INV001440,19-11-2022,125496,SIP,1000,Karnataka,Pune,T30,56+,Male,6.1,Cheque,Verified
INV001440,11-04-2024,125360,SIP,500,Karnataka,Pune,T30,56+,Male,6.1,Mandate,Verified
INV001440,06-06-2022,125494,SIP,5000,Karnataka,Pune,T30,56+,Male,6.1,Mandate,Verified
INV001440,25-04-2024,119006,SIP,2000,Karnataka,Pune,T30,56+,Male,6.1,Cheque,Verified
INV001441,04-12-2022,125356,SIP,2000,Pune,Mumbai,T30,18-25,Female,13.0,UPI,Verified
INV001441,09-09-2022,125501,Lumpsum,10000,Pune,Mumbai,T30,18-25,Female,13.0,Cheque,Verified
INV001441,21-02-2024,125360,SIP,25000,Pune,Mumbai,T30,18-25,Female,13.0,Mandate,Verified
INV001441,25-08-2025,120850,SIP,10000,Pune,Mumbai,T30,18-25,Female,13.0,UPI,Verified
INV001441,30-03-2023,119005,SIP,50000,Pune,Mumbai,T30,18-25,Female,13.0,Mandate,Verified
INV001441,31-10-2024,118991,SIP,3000,Pune,Mumbai,T30,18-25,Female,13.0,Net Banking,Verified
INV001441,09-05-2023,118991,SIP,10000,Pune,Mumbai,T30,18-25,Female,13.0,Mandate,Verified
INV001442,19-05-2025,118632,SIP,25000,Uttar Pradesh,Ahmedabad,T30,26-35,Male,28.0,UPI,Verified
INV001442,15-11-2024,119006,SIP,10000,Uttar Pradesh,Ahmedabad,T30,26-35,Male,28.0,Net Banking,Verified
INV001442,10-06-2025,119553,SIP,10000,Uttar Pradesh,Ahmedabad,T30,26-35,Male,28.0,Cheque,Verified
INV001442,08-07-2023,120505,Redemption,2000,Uttar Pradesh,Ahmedabad,T30,26-35,Male,28.0,UPI,Verified
INV001442,11-06-2024,119004,SIP,500,Uttar Pradesh,Ahmedabad,T30,26-35,Male,28.0,Mandate,Verified
INV001443,04-12-2025,119002,Lumpsum,2000,Telangana,Bengaluru,T30,26-35,Male,31.9,UPI,Verified
INV001443,14-08-2024,120507,SIP,500,Telangana,Bengaluru,T30,26-35,Male,31.9,UPI,Verified
INV001443,03-02-2024,119007,SIP,50000,Telangana,Bengaluru,T30,26-35,Male,31.9,Net Banking,Verified
INV001443,01-08-2024,119006,Redemption,100000,Telangana,Bengaluru,T30,26-35,Male,31.9,UPI,Verified
INV001443,04-02-2024,125360,SIP,25000,Telangana,Bengaluru,T30,26-35,Male,31.9,UPI,Verified
INV001443,04-02-2025,118991,Redemption,25000,Telangana,Bengaluru,T30,26-35,Male,31.9,Net Banking,Verified
INV001443,24-01-2024,120505,Redemption,2000,Telangana,Bengaluru,T30,26-35,Male,31.9,Mandate,Verified
INV001443,09-06-2023,125358,SIP,100000,Telangana,Bengaluru,T30,26-35,Male,31.9,UPI,Verified
INV001443,10-10-2022,125354,Lumpsum,100000,Telangana,Bengaluru,T30,26-35,Male,31.9,UPI,Verified
INV001443,20-09-2022,119005,SIP,5000,Telangana,Bengaluru,T30,26-35,Male,31.9,UPI,Verified
INV001443,26-06-2023,119003,Lumpsum,25000,Telangana,Bengaluru,T30,26-35,Male,31.9,UPI,Verified
INV001443,06-03-2025,119004,SIP,500,Telangana,Bengaluru,T30,26-35,Male,31.9,UPI,Verified
INV001443,16-02-2022,119847,Redemption,10000,Telangana,Bengaluru,T30,26-35,Male,31.9,UPI,Verified
INV001444,15-05-2023,125496,SIP,10000,West Bengal,Delhi,T30,46-55,Male,10.6,UPI,Verified
INV001444,02-10-2023,125360,Lumpsum,10000,West Bengal,Delhi,T30,46-55,Male,10.6,Cheque,Verified
INV001444,16-08-2022,125358,SIP,25000,West Bengal,Delhi,T30,46-55,Male,10.6,Net Banking,Verified
INV001444,14-01-2024,120509,SIP,25000,West Bengal,Delhi,T30,46-55,Male,10.6,Net Banking,Verified
INV001444,11-04-2023,118632,SIP,2000,West Bengal,Delhi,T30,46-55,Male,10.6,UPI,Verified
INV001444,11-10-2022,119849,SIP,25000,West Bengal,Delhi,T30,46-55,Male,10.6,UPI,Verified
INV001444,02-02-2022,125497,SIP,1000,West Bengal,Delhi,T30,46-55,Male,10.6,UPI,Verified
INV001444,08-03-2023,119092,SIP,1000,West Bengal,Delhi,T30,46-55,Male,10.6,Mandate,Verified
INV001444,12-09-2023,118991,SIP,500,West Bengal,Delhi,T30,46-55,Male,10.6,UPI,Verified
INV001444,01-08-2023,125358,Lumpsum,1000,West Bengal,Delhi,T30,46-55,Male,10.6,Mandate,Verified
INV001444,25-10-2024,119551,SIP,1000,West Bengal,Delhi,T30,46-55,Male,10.6,Net Banking,Verified
INV001444,21-09-2025,119009,SIP,100000,West Bengal,Delhi,T30,46-55,Male,10.6,UPI,Verified
INV001445,19-09-2023,119006,Lumpsum,1000,Maharashtra,Bhopal,B30,46-55,Male,39.8,Mandate,Verified
INV001445,29-06-2025,119000,Redemption,50000,Maharashtra,Bhopal,B30,46-55,Male,39.8,Cheque,Verified
INV001445,27-11-2024,120511,SIP,1000,Maharashtra,Bhopal,B30,46-55,Male,39.8,Net Banking,Verified
INV001446,10-03-2023,125499,SIP,100000,Andhra Pradesh,Hyderabad,T30,46-55,Female,22.2,Mandate,Verified
INV001446,16-11-2025,119555,SIP,100000,Andhra Pradesh,Hyderabad,T30,46-55,Female,22.2,Cheque,Verified
INV001446,29-06-2025,120509,Lumpsum,25000,Andhra Pradesh,Hyderabad,T30,46-55,Female,22.2,UPI,Verified
INV001446,05-12-2025,120511,Lumpsum,500,Andhra Pradesh,Hyderabad,T30,46-55,Female,22.2,UPI,Verified
INV001446,22-03-2023,119006,Lumpsum,5000,Andhra Pradesh,Hyderabad,T30,46-55,Female,22.2,Cheque,Verified
INV001446,23-02-2022,120503,Lumpsum,5000,Andhra Pradesh,Hyderabad,T30,46-55,Female,22.2,UPI,Verified
INV001447,31-12-2023,118989,SIP,500,Gujarat,Pune,T30,18-25,Female,35.8,UPI,Verified
INV001447,14-07-2022,119092,SIP,500,Gujarat,Pune,T30,18-25,Female,35.8,Mandate,Verified
INV001447,17-01-2022,120507,SIP,25000,Gujarat,Pune,T30,18-25,Female,35.8,UPI,Verified
INV001448,11-10-2022,125356,Redemption,100000,Kerala,Chennai,T30,36-45,Female,5.9,UPI,Verified
INV001448,16-09-2023,120717,SIP,3000,Kerala,Chennai,T30,36-45,Female,5.9,UPI,Verified
INV001448,12-04-2024,119092,Lumpsum,50000,Kerala,Chennai,T30,36-45,Female,5.9,Mandate,Verified
INV001448,26-06-2025,119000,SIP,500,Kerala,Chennai,T30,36-45,Female,5.9,Net Banking,Verified
INV001448,26-04-2024,119007,Lumpsum,2000,Kerala,Chennai,T30,36-45,Female,5.9,UPI,Verified
INV001448,25-09-2024,120716,SIP,500,Kerala,Chennai,T30,36-45,Female,5.9,Cheque,Verified
INV001449,30-08-2022,119553,Lumpsum,10000,Andhra Pradesh,Delhi,T30,56+,Female,24.1,Cheque,Verified
INV001449,18-07-2024,125494,SIP,2000,Andhra Pradesh,Delhi,T30,56+,Female,24.1,Cheque,Verified
INV001449,03-05-2022,120846,Lumpsum,50000,Andhra Pradesh,Delhi,T30,56+,Female,24.1,UPI,Verified
INV001449,22-10-2023,119553,Redemption,50000,Andhra Pradesh,Delhi,T30,56+,Female,24.1,Mandate,Verified
INV001449,22-01-2022,118989,Lumpsum,2000,Andhra Pradesh,Delhi,T30,56+,Female,24.1,Net Banking,Verified
INV001449,24-09-2022,125356,Lumpsum,2000,Andhra Pradesh,Delhi,T30,56+,Female,24.1,UPI,Verified
INV001450,04-04-2025,125356,Lumpsum,500,Uttar Pradesh,Coimbatore,B30,36-45,Male,11.4,UPI,Verified
INV001450,30-07-2023,120850,Redemption,500,Uttar Pradesh,Coimbatore,B30,36-45,Male,11.4,Mandate,Verified
INV001450,11-12-2023,119551,Redemption,5000,Uttar Pradesh,Coimbatore,B30,36-45,Male,11.4,UPI,Verified
INV001450,02-01-2024,120850,SIP,25000,Uttar Pradesh,Coimbatore,B30,36-45,Male,11.4,UPI,Verified
INV001450,16-10-2024,119003,SIP,500,Uttar Pradesh,Coimbatore,B30,36-45,Male,11.4,Net Banking,Verified
INV001450,26-07-2023,118632,SIP,1000,Uttar Pradesh,Coimbatore,B30,36-45,Male,11.4,UPI,Verified
INV001450,25-09-2024,125496,Redemption,100000,Uttar Pradesh,Coimbatore,B30,36-45,Male,11.4,Cheque,Verified
INV001450,08-06-2023,120505,SIP,500,Uttar Pradesh,Coimbatore,B30,36-45,Male,11.4,Net Banking,Verified
INV001451,17-04-2022,120507,SIP,25000,Andhra Pradesh,Kolkata,T30,26-35,Male,34.2,Cheque,Verified
INV001451,24-03-2024,120850,SIP,1000,Andhra Pradesh,Kolkata,T30,26-35,Male,34.2,UPI,Verified
INV001451,07-01-2025,119003,SIP,2000,Andhra Pradesh,Kolkata,T30,26-35,Male,34.2,Mandate,Verified
INV001451,19-05-2022,119003,SIP,100000,Andhra Pradesh,Kolkata,T30,26-35,Male,34.2,Mandate,Verified
INV001452,19-04-2025,125501,Lumpsum,10000,Tamil Nadu,Ahmedabad,T30,46-55,Female,7.3,Cheque,Verified
INV001452,21-08-2023,119553,SIP,25000,Tamil Nadu,Ahmedabad,T30,46-55,Female,7.3,Mandate,Verified
INV001452,27-04-2023,125358,SIP,25000,Tamil Nadu,Ahmedabad,T30,46-55,Female,7.3,Cheque,Verified
INV001452,30-11-2024,125354,SIP,1000,Tamil Nadu,Ahmedabad,T30,46-55,Female,7.3,Mandate,Verified
INV001452,11-10-2024,120848,SIP,500,Tamil Nadu,Ahmedabad,T30,46-55,Female,7.3,UPI,Verified
INV001452,14-03-2023,125360,SIP,10000,Tamil Nadu,Ahmedabad,T30,46-55,Female,7.3,Net Banking,Verified
INV001452,05-12-2023,120511,Redemption,25000,Tamil Nadu,Ahmedabad,T30,46-55,Female,7.3,Mandate,Verified
INV001452,28-07-2025,119551,Lumpsum,1000,Tamil Nadu,Ahmedabad,T30,46-55,Female,7.3,Cheque,Verified
INV001452,05-05-2022,119000,Lumpsum,1000,Tamil Nadu,Ahmedabad,T30,46-55,Female,7.3,UPI,Verified
INV001453,24-02-2022,119551,SIP,5000,Pune,Pune,T30,36-45,Female,10.1,Mandate,Pending
INV001453,06-02-2023,125354,SIP,25000,Pune,Pune,T30,36-45,Female,10.1,UPI,Pending
INV001453,06-11-2022,119000,SIP,500,Pune,Pune,T30,36-45,Female,10.1,Net Banking,Pending
INV001453,18-04-2025,118989,SIP,3000,Pune,Pune,T30,36-45,Female,10.1,UPI,Pending
INV001453,22-03-2025,119005,SIP,1000,Pune,Pune,T30,36-45,Female,10.1,Mandate,Pending
INV001453,06-07-2024,125494,SIP,5000,Pune,Pune,T30,36-45,Female,10.1,UPI,Pending
INV001453,22-01-2024,119553,SIP,500,Pune,Pune,T30,36-45,Female,10.1,UPI,Pending
INV001453,31-10-2023,125354,Lumpsum,25000,Pune,Pune,T30,36-45,Female,10.1,Mandate,Pending
INV001453,15-08-2023,119004,SIP,1000,Pune,Pune,T30,36-45,Female,10.1,Mandate,Pending
INV001453,19-10-2023,119847,Lumpsum,2000,Pune,Pune,T30,36-45,Female,10.1,Net Banking,Pending
INV001453,15-11-2022,119849,SIP,5000,Pune,Pune,T30,36-45,Female,10.1,Mandate,Pending
INV001453,23-09-2023,119847,Redemption,100000,Pune,Pune,T30,36-45,Female,10.1,UPI,Pending
