investor_id,avg_gap_days,sip_count,at_risk
INV001009,247.0,3,True
INV001010,931.0,2,True
INV001011,208.5,7,True
INV001012,159.33333333333334,4,True
INV001013,225.5,7,True
INV001014,237.6,6,True
INV001015,147.6,6,True
INV001016,85.33333333333333,4,True
INV001017,115.41666666666667,13,True
INV001018,130.22222222222223,10,True
INV001019,240.2,6,True
INV001020,232.33333333333334,4,True
INV001021,195.8,6,True
INV001022,420.0,3,True
INV001023,498.0,3,True
INV001024,296.25,5,True
INV001025,155.0,5,True
INV001026,109.33333333333333,4,True
INV001027,209.16666666666666,7,True
INV001028,398.0,4,True
INV001029,244.5,5,True
INV001030,256.6666666666667,4,True
INV001031,228.6,6,True
INV001032,122.16666666666667,7,True
INV001033,130.375,9,True
INV001034,264.75,5,True
INV001035,240.5,3,True
INV001036,283.75,5,True
INV001038,223.0,7,True
INV001039,106.625,9,True
INV001040,,1,False
INV001041,186.0,3,True
INV001042,193.5,5,True
INV001043,198.57142857142858,8,True
INV001044,118.0,7,True
INV001045,122.0,4,True
INV001046,119.0,2,True
INV001047,219.5,7,True
INV001048,167.71428571428572,8,True
INV001049,934.0,2,True
INV001050,368.5,3,True
INV001051,141.66666666666666,4,True
INV001052,254.8,6,True
INV001053,152.125,9,True
INV001054,489.5,3,True
INV001055,291.6666666666667,4,True
INV001056,176.85714285714286,8,True
INV001057,311.5,3,True
INV001058,166.75,5,True
INV001059,481.0,3,True
INV001060,130.75,5,True
INV001061,146.57142857142858,8,True
INV001062,125.75,9,True
INV001063,632.0,3,True
INV001064,518.0,3,True
INV001065,221.0,3,True
INV001066,220.2,6,True
INV001067,38.0,2,True
INV001068,272.6666666666667,4,True
INV001069,240.5,3,True
INV001070,337.0,4,True
INV001071,394.6666666666667,4,True
INV001072,353.3333333333333,4,True
INV001073,132.5,3,True
INV001074,284.25,5,True
INV001075,282.0,2,True
INV001076,626.0,2,True
INV001077,249.75,5,True
INV001078,487.0,2,True
INV001079,,1,False
INV001080,,1,False
INV001081,198.66666666666666,7,True
INV001082,151.0,10,True
INV001083,162.16666666666666,7,True
INV001084,156.14285714285714,8,True
INV001085,170.0,6,True
INV001086,,1,False
INV001087,117.85714285714286,8,True
INV001088,129.42857142857142,8,True
INV001089,588.0,3,True
INV001090,242.75,5,True
INV001091,158.0,9,True
INV001092,154.5,7,True
INV001093,338.0,4,True
INV001094,134.33333333333334,4,True
INV001095,157.25,5,True
INV001096,117.55555555555556,10,True
INV001097,542.5,3,True
INV001098,204.5,7,True
INV001099,278.0,6,True
INV001100,321.0,5,True
INV001101,983.0,2,True
INV001102,112.42857142857143,8,True
INV001103,223.33333333333334,7,True
INV001104,146.625,9,True
INV001105,,1,False
INV001106,153.375,9,True
INV001107,160.42857142857142,8,True
INV001108,93.5,5,True
INV001109,164.25,5,True
INV001110,342.0,5,True
INV001111,161.875,9,True
INV001112,373.0,2,True
INV001113,217.0,7,True
INV001114,198.33333333333334,7,True
INV001115,212.0,7,True
INV001116,261.5,3,True
INV001117,137.33333333333334,10,True
INV001118,,1,False
INV001119,209.6,6,True
INV001120,442.0,4,True
INV001121,276.3333333333333,4,True
INV001122,166.25,9,True
INV001123,,1,False
INV001124,166.42857142857142,8,True
INV001125,287.0,6,True
INV001126,215.0,4,True
INV001127,167.0,3,True
INV001128,657.0,3,True
INV001129,293.0,4,True
INV001130,195.85714285714286,8,True
INV001131,428.0,4,True
INV001132,170.2,6,True
INV001133,411.3333333333333,4,True
INV001134,646.0,3,True
INV001135,251.5,3,True
INV001136,456.6666666666667,4,True
INV001137,,1,False
INV001138,306.5,3,True
INV001139,650.0,2,True
INV001140,598.0,2,True
INV001141,277.0,2,True
INV001142,233.0,4,True
INV001143,375.0,3,True
INV001144,113.0,3,True
INV001145,415.5,3,True
INV001146,96.33333333333333,4,True
INV001147,359.3333333333333,4,True
INV001148,326.0,4,True
INV001149,444.6666666666667,4,True
INV001150,147.5,7,True
INV001151,256.0,5,True
INV001152,202.6,6,True
INV001153,194.8,6,True
INV001154,177.2,6,True
INV001155,185.85714285714286,8,True
INV001156,192.0,6,True
INV001157,166.0,5,True
INV001158,224.5,5,True
INV001159,76.0,3,True
INV001160,230.16666666666666,7,True
INV001161,597.0,2,True
INV001162,51.0,2,True
INV001163,1230.0,2,True
INV001164,350.0,4,True
INV001165,164.375,9,True
INV001166,142.0,5,True
INV001167,595.5,3,True
INV001168,208.0,7,True
INV001169,325.5,5,True
INV001170,213.8,6,True
INV001171,465.0,4,True
INV001172,371.3333333333333,4,True
INV001173,181.71428571428572,8,True
INV001174,94.0,2,True
INV001175,149.85714285714286,8,True
INV001176,558.0,2,True
INV001177,150.42857142857142,8,True
INV001178,304.0,5,True
INV001179,165.0,6,True
INV001180,36.0,2,True
INV001181,171.5,5,True
INV001182,264.0,4,True
INV001183,160.14285714285714,8,True
INV001184,236.5,7,True
INV001185,337.0,2,True
INV001186,113.42857142857143,8,True
INV001187,147.55555555555554,10,True
INV001188,271.5,3,True
INV001189,204.66666666666666,7,True
INV001190,321.3333333333333,4,True
INV001191,340.3333333333333,4,True
INV001193,103.25,5,True
INV001194,133.25,9,True
INV001195,167.33333333333334,7,True
INV001196,266.0,4,True
INV001197,124.33333333333333,7,True
INV001198,58.0,3,True
INV001199,262.5,3,True
INV001200,226.8,6,True
INV001201,484.3333333333333,4,True
INV001202,128.85714285714286,8,True
INV001203,37.0,4,True
INV001204,346.6666666666667,4,True
INV001205,44.0,3,True
INV001206,148.75,5,True
INV001207,257.5,3,True
INV001208,380.0,4,True
INV001209,135.875,9,True
INV001210,172.0,6,True
INV001211,92.0,10,True
INV001212,254.0,5,True
INV001213,260.4,6,True
INV001214,363.5,3,True
INV001215,424.0,4,True
INV001216,260.25,5,True
INV001217,258.8,6,True
INV001218,522.0,3,True
INV001219,226.5,3,True
INV001220,225.0,3,True
INV001221,169.42857142857142,8,True
INV001222,201.0,7,True
INV001223,132.0,3,True
INV001224,204.5,5,True
INV001225,157.0,6,True
INV001226,126.88888888888889,10,True
INV001227,152.0,3,True
INV001228,176.66666666666666,4,True
INV001229,215.25,5,True
INV001230,197.57142857142858,8,True
INV001231,207.5,7,True
INV001232,140.85714285714286,8,True
INV001233,128.2,11,True
INV001234,458.5,3,True
INV001235,222.66666666666666,7,True
INV001236,202.66666666666666,4,True
INV001237,199.66666666666666,7,True
INV001238,196.16666666666666,7,True
INV001239,179.14285714285714,8,True
INV001240,213.16666666666666,7,True
INV001241,93.22222222222223,10,True
INV001242,383.3333333333333,4,True
INV001243,157.75,9,True
INV001244,290.25,5,True
INV001245,390.3333333333333,4,True
INV001246,587.0,2,True
INV001247,87.5,3,True
INV001248,180.8,6,True
INV001249,215.0,2,True
INV001250,194.33333333333334,7,True
INV001251,207.0,7,True
INV001252,134.28571428571428,8,True
INV001253,273.3333333333333,4,True
INV001254,142.0,2,True
INV001255,737.0,2,True
INV001256,561.5,3,True
INV001257,145.85714285714286,8,True
INV001258,195.66666666666666,4,True
INV001259,651.0,2,True
INV001260,322.0,3,True
INV001261,116.75,9,True
INV001262,136.66666666666666,10,True
INV001263,150.6,6,True
INV001264,137.125,9,True
INV001265,119.0,8,True
INV001266,166.28571428571428,8,True
INV001267,354.5,5,True
INV001268,165.33333333333334,7,True
INV001269,422.3333333333333,4,True
INV001270,184.14285714285714,8,True
INV001271,170.375,9,True
INV001272,398.0,3,True
INV001273,330.3333333333333,4,True
INV001274,275.4,6,True
INV001275,162.5,5,True
INV001276,162.42857142857142,8,True
INV001277,134.5,5,True
INV001278,197.0,2,True
INV001279,320.0,3,True
INV001280,174.14285714285714,8,True
INV001281,348.0,3,True
INV001282,665.0,3,True
INV001283,77.85714285714286,8,True
INV001284,209.5,5,True
INV001285,617.0,3,True
INV001286,260.2,6,True
INV001287,146.44444444444446,10,True
INV001288,532.0,2,True
INV001289,277.5,5,True
INV001290,208.33333333333334,7,True
INV001291,285.25,5,True
INV001292,132.71428571428572,8,True
INV001293,124.0,2,True
INV001294,265.6,6,True
INV001295,373.6666666666667,4,True
INV001296,429.0,2,True
INV001297,242.25,5,True
INV001298,362.5,3,True
INV001299,149.5,9,True
INV001300,484.0,3,True
INV001301,423.0,4,True
INV001302,297.6666666666667,4,True
INV001303,174.83333333333334,7,True
INV001304,457.5,3,True
INV001305,103.14285714285714,8,True
INV001306,188.33333333333334,7,True
INV001307,174.33333333333334,7,True
INV001308,159.0,9,True
INV001309,372.0,4,True
INV001310,193.66666666666666,4,True
INV001311,595.0,3,True
INV001312,178.125,9,True
INV001313,197.2,6,True
INV001314,188.8,6,True
INV001315,196.0,5,True
INV001316,252.0,6,True
INV001317,151.11111111111111,10,True
INV001318,192.57142857142858,8,True
INV001319,160.11111111111111,10,True
INV001320,127.0,4,True
INV001322,301.0,3,True
INV001323,291.25,5,True
INV001324,1208.0,2,True
INV001325,408.5,3,True
INV001326,209.5,7,True
INV001327,271.0,6,True
INV001328,106.125,9,True
INV001329,296.75,5,True
INV001330,255.66666666666666,4,True
INV001331,330.0,4,True
INV001332,196.0,2,True
INV001333,1092.0,2,True
INV001334,293.25,5,True
INV001335,320.0,5,True
INV001336,690.0,2,True
INV001337,204.2,6,True
INV001338,176.8,6,True
INV001339,272.4,6,True
INV001340,267.6,6,True
INV001341,205.83333333333334,7,True
INV001342,239.5,3,True
INV001343,153.55555555555554,10,True
INV001344,199.8,6,True
INV001345,207.33333333333334,4,True
INV001346,135.6,6,True
INV001347,187.0,4,True
INV001348,332.3333333333333,4,True
INV001349,155.42857142857142,8,True
INV001350,242.66666666666666,4,True
INV001351,153.25,5,True
INV001352,440.0,2,True
INV001353,,1,False
INV001354,144.85714285714286,8,True
INV001355,242.75,5,True
INV001356,,1,False
INV001357,410.0,4,True
INV001358,327.5,5,True
INV001359,146.375,9,True
INV001360,297.0,5,True
INV001361,428.5,3,True
INV001362,176.5,5,True
INV001363,371.6666666666667,4,True
INV001364,282.4,6,True
INV001365,500.5,3,True
INV001366,322.5,5,True
INV001367,86.83333333333333,7,True
INV001368,1051.0,2,True
INV001369,660.0,2,True
INV001370,269.3333333333333,4,True
INV001371,351.0,2,True
INV001372,140.125,9,True
INV001373,81.6,6,True
INV001374,216.0,6,True
INV001375,523.5,3,True
INV001376,325.25,5,True
INV001377,255.2,6,True
INV001378,180.0,5,True
INV001379,257.0,4,True
INV001380,394.5,3,True
INV001381,320.3333333333333,4,True
INV001383,197.33333333333334,4,True
INV001384,279.0,5,True
INV001385,,1,False
INV001386,297.0,2,True
INV001387,439.3333333333333,4,True
INV001388,216.4,6,True
INV001389,178.57142857142858,8,True
INV001390,119.5,11,True
INV001391,228.0,7,True
INV001392,228.5,7,True
INV001393,576.5,3,True
INV001394,278.6,6,True
INV001395,183.57142857142858,8,True
INV001396,164.4,6,True
INV001397,47.5,3,True
INV001398,211.5,7,True
INV001399,387.0,3,True
INV001400,101.71428571428571,8,True
INV001401,384.3333333333333,4,True
INV001402,211.83333333333334,7,True
INV001403,133.71428571428572,8,True
INV001404,263.0,6,True
INV001405,154.33333333333334,10,True
INV001406,200.2,6,True
INV001407,343.25,5,True
INV001408,,1,False
INV001409,306.0,4,True
INV001410,164.0,5,True
INV001411,251.33333333333334,4,True
INV001412,165.8,6,True
INV001413,184.85714285714286,8,True
INV001414,263.75,5,True
INV001415,206.0,3,True
INV001416,,1,False
INV001417,235.5,7,True
INV001418,124.25,9,True
INV001419,149.375,9,True
INV001420,124.22222222222223,10,True
INV001421,249.2,6,True
INV001422,192.5,3,True
INV001423,190.66666666666666,4,True
INV001424,184.2,6,True
INV001425,,1,False
INV001426,850.0,2,True
INV001427,,1,False
INV001428,160.83333333333334,7,True
INV001429,211.0,5,True
INV001430,370.0,2,True
INV001431,133.77777777777777,10,True
INV001432,170.33333333333334,4,True
INV001433,473.0,3,True
INV001434,131.75,9,True
INV001435,206.5,3,True
INV001436,392.0,4,True
INV001437,110.66666666666667,7,True
INV001438,342.3333333333333,4,True
INV001439,166.0,9,True
INV001440,111.375,9,True
INV001441,199.0,6,True
INV001442,121.33333333333333,4,True
INV001443,179.6,6,True
INV001444,147.44444444444446,10,True
INV001445,,1,False
INV001446,982.0,2,True
INV001447,356.5,3,True
INV001448,324.5,3,True
INV001449,,1,False
INV001450,165.33333333333334,4,True
INV001451,332.0,4,True
INV001452,156.75,5,True
INV001453,127.66666666666667,10,True
INV001454,130.22222222222223,10,True
INV001455,262.6666666666667,4,True
INV001456,244.0,5,True
INV001457,174.0,2,True
INV001458,252.0,4,True
INV001459,160.125,9,True
INV001460,153.85714285714286,8,True
INV001461,181.25,5,True
INV001462,192.28571428571428,8,True
INV001463,173.57142857142858,8,True
INV001464,334.0,2,True
INV001465,295.0,3,True
INV001466,514.0,3,True
INV001467,172.6,6,True
INV001468,129.5,3,True
INV001469,234.5,5,True
INV001470,210.2,6,True
INV001471,,1,False
INV001472,171.42857142857142,8,True
INV001473,,1,False
INV001474,26.0,3,False
INV001475,132.0,3,True
INV001476,,1,False
INV001477,144.16666666666666,7,True
INV001478,229.33333333333334,7,True
INV001479,225.16666666666666,7,True
INV001480,865.0,2,True
INV001481,164.25,9,True
INV001482,411.0,4,True
INV001483,90.0,3,True
INV001484,179.71428571428572,8,True
INV001485,616.0,3,True
INV001486,262.0,3,True
INV001487,100.6,6,True
INV001488,112.4,6,True
INV001489,294.25,5,True
INV001490,255.2,6,True
INV001491,121.28571428571429,8,True
INV001492,290.75,5,True
INV001493,204.75,5,True
INV001494,406.0,2,True
INV001495,249.2,6,True
INV001496,,1,False
INV001497,194.5,3,True
INV001498,,1,False
INV001499,118.0,11,True
INV001500,190.4,6,True
INV001501,161.57142857142858,8,True
INV001502,146.2,6,True
INV001503,218.66666666666666,4,True
INV001504,162.57142857142858,8,True
INV001505,124.0,11,True
INV001506,466.0,3,True
INV001507,303.5,3,True
INV001508,153.75,5,True
INV001509,130.11111111111111,10,True
INV001510,148.33333333333334,10,True
INV001511,177.4,6,True
INV001512,485.5,3,True
INV001514,,1,False
INV001515,149.5,7,True
INV001516,174.0,2,True
INV001517,318.5,3,True
INV001518,77.0,2,True
INV001519,,1,False
INV001520,,1,False
INV001521,208.5,7,True
INV001522,207.4,6,True
INV001523,266.3333333333333,4,True
INV001524,139.14285714285714,8,True
INV001525,141.66666666666666,7,True
INV001526,251.0,5,True
INV001527,451.0,4,True
INV001528,215.4,6,True
INV001529,269.6666666666667,4,True
INV001530,108.5,13,True
INV001531,63.8,6,True
INV001532,215.16666666666666,7,True
INV001533,450.3333333333333,4,True
INV001534,586.0,3,True
INV001535,,1,False
INV001536,383.0,3,True
INV001537,1136.0,2,True
INV001538,125.5,7,True
INV001539,429.0,2,True
INV001540,223.4,6,True
INV001541,266.0,5,True
INV001542,797.0,2,True
INV001543,261.75,5,True
INV001544,524.0,2,True
INV001545,,1,False
INV001546,755.0,2,True
INV001547,144.85714285714286,8,True
INV001548,,1,False
INV001549,97.11111111111111,10,True
INV001550,238.5,5,True
INV001551,,1,False
INV001552,,1,False
INV001553,140.0,2,True
INV001554,162.0,8,True
INV001555,224.75,5,True
INV001556,165.875,9,True
INV001557,191.0,3,True
INV001558,218.4,6,True
INV001559,,1,False
INV001560,,1,False
INV001561,192.42857142857142,8,True
INV001562,166.0,4,True
INV001563,195.33333333333334,4,True
INV001564,235.8,6,True
INV001565,177.66666666666666,4,True
INV001566,162.42857142857142,8,True
INV001567,156.625,9,True
INV001568,722.0,2,True
INV001569,273.2,6,True
INV001570,109.125,9,True
INV001571,178.66666666666666,4,True
INV001572,259.6,6,True
INV001573,233.5,3,True
INV001574,240.8,6,True
INV001575,223.33333333333334,7,True
INV001576,175.8,6,True
INV001577,290.0,2,True
INV001578,170.75,5,True
INV001579,216.16666666666666,7,True
INV001580,321.0,5,True
INV001581,627.5,3,True
INV001582,199.66666666666666,7,True
INV001583,170.0,3,True
INV001584,262.0,5,True
INV001585,219.66666666666666,7,True
INV001586,242.5,5,True
INV001587,319.5,5,True
INV001588,,1,False
INV001589,659.5,3,True
INV001590,164.4,6,True
INV001591,204.0,6,True
INV001592,233.8,6,True
INV001593,244.25,5,True
INV001594,238.5,5,True
INV001595,52.0,2,True
INV001596,498.0,2,True
INV001597,151.0,8,True
INV001598,1090.0,2,True
INV001599,169.33333333333334,4,True
INV001600,228.0,3,True
INV001601,195.66666666666666,7,True
INV001602,240.83333333333334,7,True
INV001603,307.25,5,True
INV001604,174.0,6,True
INV001605,146.0,4,True
INV001606,430.0,2,True
INV001607,187.0,5,True
INV001608,344.5,3,True
INV001609,230.5,7,True
INV001610,239.2,6,True
INV001611,60.5,3,True
INV001612,334.3333333333333,4,True
INV001613,87.83333333333333,7,True
INV001614,309.5,5,True
INV001615,113.5,9,True
INV001616,163.33333333333334,7,True
INV001617,384.0,3,True
INV001618,287.5,5,True
INV001619,269.0,5,True
INV001620,213.25,5,True
INV001621,188.75,5,True
INV001622,77.0,2,True
INV001623,152.71428571428572,8,True
INV001624,469.0,3,True
INV001625,151.75,9,True
INV001626,246.5,3,True
INV001627,214.0,2,True
INV001628,236.66666666666666,4,True
INV001629,145.5,5,True
INV001630,1.0,2,False
INV001631,232.0,3,True
INV001632,39.0,2,True
INV001633,739.0,2,True
INV001634,163.0,2,True
INV001635,255.25,5,True
INV001636,610.5,3,True
INV001637,167.0,9,True
INV001638,204.2,6,True
INV001639,214.0,5,True
INV001640,19.0,2,False
INV001641,210.6,6,True
INV001642,215.4,6,True
INV001643,225.16666666666666,7,True
INV001644,230.5,5,True
INV001645,301.0,2,True
INV001646,221.66666666666666,7,True
INV001647,214.66666666666666,4,True
INV001648,115.33333333333333,10,True
INV001649,252.6,6,True
INV001650,,1,False
INV001652,169.6,6,True
INV001653,19.0,2,False
INV001654,144.88888888888889,10,True
INV001655,295.0,5,True
INV001656,,1,False
INV001657,332.5,3,True
INV001658,499.0,2,True
INV001659,387.6666666666667,4,True
INV001660,189.14285714285714,8,True
INV001661,162.125,9,True
INV001662,305.75,5,True
INV001663,302.0,4,True
INV001664,146.25,9,True
INV001665,175.0,7,True
INV001666,386.6666666666667,4,True
INV001667,111.5,7,True
INV001668,219.0,6,True
INV001669,157.33333333333334,4,True
INV001670,123.88888888888889,10,True
INV001671,234.0,5,True
INV001672,491.5,3,True
INV001673,,1,False
INV001674,388.0,2,True
INV001675,137.66666666666666,4,True
INV001676,883.0,2,True
INV001677,225.2,6,True
INV001678,152.5,9,True
INV001679,629.5,3,True
INV001680,115.2,6,True
INV001681,139.0,11,True
INV001682,88.0,10,True
INV001683,427.0,2,True
INV001684,332.0,2,True
INV001685,366.0,3,True
INV001686,233.0,3,True
INV001687,105.22222222222223,10,True
INV001688,285.75,5,True
INV001689,134.7,11,True
INV001690,312.75,5,True
INV001691,285.0,5,True
INV001692,247.75,5,True
INV001693,211.5,5,True
INV001694,268.75,5,True
INV001695,260.25,5,True
INV001696,248.2,6,True
INV001697,197.57142857142858,8,True
INV001698,179.33333333333334,7,True
INV001699,287.25,5,True
INV001700,243.5,3,True
INV001701,182.0,5,True
INV001702,163.875,9,True
INV001703,304.5,3,True
INV001704,127.66666666666667,7,True
INV001705,169.66666666666666,7,True
INV001706,116.33333333333333,7,True
INV001707,168.375,9,True
INV001708,404.5,3,True
INV001709,159.5,5,True
INV001710,142.75,5,True
INV001711,448.3333333333333,4,True
INV001712,150.83333333333334,7,True
INV001713,217.75,5,True
INV001714,132.125,9,True
INV001715,44.0,2,True
INV001716,124.6,6,True
INV001717,167.5,9,True
INV001718,651.0,2,True
INV001719,117.0,9,True
INV001720,172.28571428571428,8,True
INV001721,144.14285714285714,8,True
INV001722,164.42857142857142,8,True
INV001723,475.0,3,True
INV001724,122.25,9,True
INV001725,476.5,3,True
INV001726,261.0,4,True
INV001727,135.6,11,True
INV001728,154.0,10,True
INV001729,400.0,2,True
INV001730,259.0,2,True
INV001731,72.33333333333333,4,True
INV001732,,1,False
INV001733,183.42857142857142,8,True
INV001734,762.0,2,True
INV001735,89.5,3,True
INV001736,204.0,2,True
INV001737,239.0,3,True
INV001738,689.0,2,True
INV001739,109.14285714285714,8,True
INV001740,188.33333333333334,7,True
INV001741,150.16666666666666,7,True
INV001742,,1,False
INV001743,338.3333333333333,4,True
INV001744,287.5,5,True
INV001745,121.0,10,True
INV001746,215.8,6,True
INV001747,193.5,3,True
INV001748,290.3333333333333,4,True
INV001749,190.33333333333334,4,True
INV001750,213.83333333333334,7,True
INV001751,78.33333333333333,4,True
INV001752,398.5,3,True
INV001753,109.66666666666667,7,True
INV001754,110.125,9,True
INV001755,141.25,9,True
INV001756,311.75,5,True
INV001757,214.2,6,True
INV001758,323.3333333333333,4,True
INV001759,219.0,2,True
INV001760,509.0,2,True
INV001761,237.66666666666666,4,True
INV001762,133.25,9,True
INV001763,311.75,5,True
INV001764,279.5,3,True
INV001765,215.2,6,True
INV001766,130.5,9,True
INV001767,361.6666666666667,4,True
INV001768,130.66666666666666,7,True
INV001769,347.6666666666667,4,True
INV001770,325.5,3,True
INV001771,337.75,5,True
INV001772,185.6,6,True
INV001773,217.66666666666666,4,True
INV001774,354.3333333333333,4,True
INV001775,368.0,2,True
INV001776,433.6666666666667,4,True
INV001777,196.0,6,True
INV001778,,1,False
INV001779,143.0,9,True
INV001780,252.2,6,True
INV001781,174.5,7,True
INV001782,115.72727272727273,12,True
INV001783,,1,False
INV001784,257.6666666666667,4,True
INV001785,188.0,6,True
INV001786,,1,False
INV001787,76.0,3,True
INV001788,333.0,2,True
INV001789,222.0,7,True
INV001790,263.5,5,True
INV001791,220.33333333333334,7,True
INV001792,212.0,6,True
INV001793,275.0,3,True
INV001794,228.0,3,True
INV001795,251.6,6,True
INV001796,282.5,5,True
INV001797,466.0,2,True
INV001798,144.8,6,True
INV001799,179.33333333333334,7,True
INV001800,627.0,2,True
INV001801,269.2,6,True
INV001802,349.5,5,True
INV001803,615.5,3,True
INV001804,156.0,9,True
INV001805,311.25,5,True
INV001806,159.16666666666666,7,True
INV001807,555.5,3,True
INV001808,,1,False
INV001809,237.5,5,True
INV001810,3.0,2,False
INV001811,187.66666666666666,7,True
INV001812,110.33333333333333,10,True
INV001813,211.0,4,True
INV001814,,1,False
INV001815,221.0,6,True
INV001816,129.77777777777777,10,True
INV001817,300.0,5,True
INV001818,236.0,2,True
INV001819,924.0,2,True
INV001820,183.6,6,True
INV001821,49.0,3,True
INV001822,242.0,5,True
INV001823,194.66666666666666,7,True
INV001824,,1,False
INV001825,240.25,5,True
INV001826,224.8,6,True
INV001827,14.0,2,False
INV001828,148.8,6,True
INV001829,100.66666666666667,4,True
INV001830,214.2,6,True
INV001831,117.375,9,True
INV001832,353.6666666666667,4,True
INV001833,171.125,9,True
INV001834,347.0,4,True
INV001835,184.71428571428572,8,True
INV001836,206.6,6,True
INV001837,218.4,6,True
INV001838,231.75,5,True
INV001839,157.75,5,True
INV001840,141.83333333333334,7,True
INV001841,108.75,5,True
INV001842,180.5,7,True
INV001843,517.0,3,True
INV001844,148.16666666666666,7,True
INV001845,,1,False
INV001846,345.0,4,True
INV001847,139.0,2,True
INV001848,292.5,5,True
INV001849,207.25,5,True
INV001850,127.0,3,True
INV001851,215.5,3,True
INV001852,188.66666666666666,4,True
INV001853,209.0,6,True
INV001854,145.625,9,True
INV001855,141.6,6,True
INV001856,167.57142857142858,8,True
INV001857,214.75,5,True
INV001858,491.0,2,True
INV001859,210.66666666666666,7,True
INV001860,238.0,5,True
INV001861,155.625,9,True
INV001862,277.0,5,True
INV001863,331.0,4,True
INV001864,163.5,9,True
INV001865,137.14285714285714,8,True
INV001866,458.5,3,True
INV001867,145.75,9,True
INV001868,135.125,9,True
INV001869,179.0,6,True
INV001870,183.33333333333334,4,True
INV001871,140.75,5,True
INV001872,402.0,2,True
INV001873,111.83333333333333,13,True
INV001875,229.25,5,True
INV001876,116.44444444444444,10,True
INV001877,,1,False
INV001878,138.71428571428572,8,True
INV001879,172.8,6,True
INV001880,,1,False
INV001881,140.3,11,True
INV001882,168.66666666666666,7,True
INV001883,170.83333333333334,7,True
INV001884,218.25,5,True
INV001885,158.77777777777777,10,True
INV001886,117.125,9,True
INV001887,283.5,3,True
INV001888,,1,False
INV001889,178.625,9,True
INV001890,347.0,2,True
INV001891,277.25,5,True
INV001892,196.4,6,True
INV001893,396.0,2,True
INV001894,218.33333333333334,4,True
INV001895,191.28571428571428,8,True
INV001896,270.4,6,True
INV001897,142.4,6,True
INV001898,,1,False
INV001899,208.6,6,True
INV001900,658.0,2,True
INV001901,330.0,3,True
INV001902,205.66666666666666,4,True
INV001903,228.75,5,True
INV001904,101.11111111111111,10,True
INV001905,496.0,3,True
INV001906,313.0,3,True
INV001907,89.66666666666667,4,True
INV001908,284.25,5,True
INV001909,976.0,2,True
INV001910,215.16666666666666,7,True
INV001911,232.0,5,True
INV001912,330.0,4,True
INV001913,220.66666666666666,7,True
INV001914,199.57142857142858,8,True
INV001915,373.0,2,True
INV001916,239.4,6,True
INV001917,246.0,6,True
INV001918,,1,False
INV001919,470.0,3,True
INV001920,168.66666666666666,4,True
INV001921,143.0,9,True
INV001922,322.0,2,True
INV001923,397.5,3,True
INV001924,217.0,7,True
INV001925,336.5,3,True
INV001926,273.0,4,True
INV001927,209.0,6,True
INV001928,184.85714285714286,8,True
INV001929,248.4,6,True
INV001930,282.0,5,True
INV001931,,1,False
INV001932,157.0,8,True
INV001933,227.8,6,True
INV001934,,1,False
INV001936,192.0,7,True
INV001937,129.88888888888889,10,True
INV001938,161.0,5,True
INV001939,125.625,9,True
INV001940,,1,False
INV001941,243.2,6,True
INV001942,154.22222222222223,10,True
INV001943,294.25,5,True
INV001944,278.75,5,True
INV001945,390.0,3,True
INV001946,306.3333333333333,4,True
INV001947,146.6,6,True
INV001948,155.25,5,True
INV001949,214.33333333333334,4,True
INV001950,190.0,8,True
INV001951,333.0,4,True
INV001952,183.57142857142858,8,True
INV001953,148.6,6,True
INV001954,233.0,6,True
INV001955,162.5,9,True
INV001956,209.0,5,True
INV001957,231.4,6,True
INV001958,169.8,6,True
INV001959,112.28571428571429,8,True
INV001960,213.66666666666666,7,True
INV001961,406.5,3,True
INV001962,259.4,6,True
INV001963,,1,False
INV001964,183.0,3,True
INV001965,177.83333333333334,7,True
INV001966,162.0,4,True
INV001967,348.6666666666667,4,True
INV001968,140.5,9,True
INV001969,204.0,7,True
INV001970,149.375,9,True
INV001971,204.0,7,True
INV001972,237.25,5,True
INV001973,186.8,6,True
INV001974,156.25,9,True
INV001975,521.0,3,True
INV001976,377.5,3,True
INV001977,141.5,11,True
INV001978,144.85714285714286,8,True
INV001979,141.0,10,True
INV001980,730.0,2,True
INV001981,113.0,4,True
INV001982,176.28571428571428,8,True
INV001983,187.83333333333334,7,True
INV001984,405.5,3,True
INV001985,186.14285714285714,8,True
INV001986,194.5,3,True
INV001987,220.0,6,True
INV001988,135.25,5,True
INV001989,426.0,3,True
INV001990,255.6,6,True
INV001991,,1,False
INV001992,129.7,11,True
INV001993,214.5,3,True
INV001994,169.6,6,True
INV001995,223.25,5,True
INV001996,308.75,5,True
INV001997,323.3333333333333,4,True
INV001998,289.5,5,True
INV001999,116.2,6,True
INV002000,137.44444444444446,10,True
INV002001,396.0,2,True
INV002002,371.0,4,True
INV002003,140.375,9,True
INV002004,203.2,6,True
INV002005,217.4,6,True
INV002006,181.57142857142858,8,True
INV002007,247.5,5,True
INV002008,159.0,8,True
INV002009,116.0,10,True
INV002010,197.5,7,True
INV002011,243.75,5,True
INV002012,949.0,2,True
INV002013,603.5,3,True
INV002014,330.6666666666667,4,True
INV002015,194.57142857142858,8,True
INV002016,200.25,5,True
INV002017,237.8,6,True
INV002018,206.66666666666666,7,True
INV002019,217.33333333333334,7,True
INV002020,181.0,8,True
INV002021,448.0,2,True
